00:00:33,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:27:07,,Linux,Mozilla 5.0,om126161041183.8.openmobile.ne.jp [ 126.161.41.183 ],,Mozilla/5.0 (Linux; Android 5.1.1; 502SH Build/S0018) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36,,,
22:28:07,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,i223-217-118-79.s41.a010.ap.plala.or.jp [ 223.217.118.79 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
22:33:12,,Windows NT ,Netscape 6.0,ngn1-ppp200.tochigi.sannet.ne.jp [ 110.165.254.200 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,,,
22:34:50,http://kuhni-brosko.ru/portfolio.html,Mozilla/7.0 (compatible; MSIE7.00; Windows 2002) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/7.0 (compatible; MSIE7.00; Windows 2002),,,
22:36:25,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,pw126245025159.16.panda-world.ne.jp [ 126.245.25.159 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
22:36:51,,Windows NT ,Netscape 6.0,softbank126006076202.bbtec.net [ 126.6.76.202 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:36:53,http://elektrotabak.ru/,Mozilla/8.0 (compatible; MSIE4.00; Windows 2004) (etc),Netscape 8.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2004),,,
22:40:26,,Linux,Netscape 6.0,KD106161199053.au-net.ne.jp [ 106.161.199.53 ],,Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-02E Build/S9290) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
22:46:43,http://wannier.ru/,Mozilla/7.0 (compatible; MSIE3.00; Windows 2004) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2004),,,
22:49:09,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182251252036.au-net.ne.jp [ 182.251.252.36 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
22:50:40,,Linux,Mozilla 5.0,FL1-110-233-99-16.gnm.mesh.ad.jp [ 110.233.99.16 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.38) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:51:00,https://nashkomp.ru/kak-zagruzit-i-russifitsirovat-telegram-na-ios-mac-os,Mozilla/3.0 (compatible; MSIE2.00; Windows 2009) (etc),Netscape 3.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/3.0 (compatible; MSIE2.00; Windows 2009),,,
22:52:18,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126152193116.10.panda-world.ne.jp [ 126.152.193.116 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
22:53:05,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-207-46-13-124.search.msn.com [ 207.46.13.124 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
22:53:36,https://otdelkadom-surgut.ru/gost-r-51691-2008-materialy-lakokrasochnye-emali/,Mozilla/6.0 (compatible; MSIE6.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/6.0 (compatible; MSIE6.00; Windows 2006),,,
22:54:01,http://otzovik-na-vode.ru/hangkai/2kh-taktnyyi-lodochnyyi-motor-hangkai-m50-hp,Mozilla/8.0 (compatible; MSIE3.00; Windows 2009) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/8.0 (compatible; MSIE3.00; Windows 2009),,,
22:54:04,,X11,Mozilla 5.0,google-proxy-66-102-7-153.google.com [ 66.102.7.153 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.75 Safari/537.36 Google Favicon,,,
22:57:13,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,KD182250250194.au-net.ne.jp [ 182.250.250.194 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
23:08:15,http://www.megabass.co.jp/site/shoplist/,Windows NT ,Netscape 6.0,i210-160-222-94.s41.a010.ap.plala.or.jp [ 210.160.222.94 ],,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.112 Safari/537.36,,,
23:12:25,http://www.google.co.jp/,Linux,Mozilla 5.0,i58-89-31-63.s41.a010.ap.plala.or.jp [ 58.89.31.63 ],,Mozilla/5.0 (Linux; Android 6.0.1; SH-01H Build/SC070) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:14:09,,Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,softbank060095110109.bbtec.net [ 60.95.110.109 ],,Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
23:14:41,,Linux,Mozilla 5.0,i121-112-78-133.s41.a010.ap.plala.or.jp [ 121.112.78.133 ],,Mozilla/5.0 (Linux; Android 6.0.1; F-04G Build/V14R51E; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:18:10,,Windows XP,MSIE 8.0,p83d51803.gunmnt01.ap.so-net.ne.jp [ 131.213.24.3 ],,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; msn OptimizedIE8;JAJP),,,
23:19:21,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
23:19:39,https://www.google.co.jp/,Linux,Mozilla 5.0,softbank060068255201.bbtec.net [ 60.68.255.201 ],,Mozilla/5.0 (Linux; Android 6.0; 501SO Build/32.1.D.0.386) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36,,,
23:20:53,,Linux,Mozilla 5.0,14-132-31-127.aichiwest1.commufa.jp [ 14.132.31.127 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.75) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36,,,
23:20:58,,Windows NT ,MSIE 9.0,i58-89-28-101.s41.a010.ap.plala.or.jp [ 58.89.28.101 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),,,
23:22:15,,Windows NT ,Netscape 6.0,softbank060097027192.bbtec.net [ 60.97.27.192 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
23:23:49,,Windows NT ,Netscape 6.0,pdf8542ad.tocgnt01.ap.so-net.ne.jp [ 223.133.66.173 ],,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.112 Safari/537.36,,,
23:23:49,,Windows NT ,Netscape 6.0,162.141.210.220.dy.bbexcite.jp [ 220.210.141.162 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
23:27:42,http://worldcuisine.pro/,Mozilla/3.0 (compatible; MSIE6.00; Windows 2003) (etc),Netscape 3.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/3.0 (compatible; MSIE6.00; Windows 2003),,,
23:30:17,http://www.google.co.jp/,Linux,Mozilla 5.0,i58-89-31-63.s41.a010.ap.plala.or.jp [ 58.89.31.63 ],,Mozilla/5.0 (Linux; Android 6.0.1; SH-01H Build/SC070) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
23:34:58,http://www.bitrd.ru/,Mozilla/4.0 (compatible; MSIE7.00; Windows 2005) (etc),Netscape 4.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/4.0 (compatible; MSIE7.00; Windows 2005),,,
23:38:48,,Windows NT ,Netscape 6.0,p489206-ipngn402kokuryo.gunma.ocn.ne.jp [ 114.162.173.206 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
23:42:03,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,210-194-236-237.rev.home.ne.jp [ 210.194.236.237 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
23:45:08,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-207-46-13-124.search.msn.com [ 207.46.13.124 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
23:46:13,http://search.yahoo.co.jp/r/FOR=_yVcVipV3ijVy711ci65kOHrt_34AaTmNb3Hv9HPPwqM_i34JDHycU1Ptgs5dyo1nxwYYw6UkDlPP7Lfca9lpSiIyDR3lNyVfqR8eOyQXS0wxx5tiePNSSLuqYNfxymqtZs1n9JGRZ1_TLy2KVutr1YaLHxuUWubi6512YhNGLJ766fQnWu3dwa700zBYLocc_KFuZG46k8N2KPW/_ylt=A2RCG1.xUqxYW3gAoNPjm_B7;_ylu=X3oDMTBtNHJhZXRnBHBvcwMxBHNlYwNzcgRzbGsDdGl0bGU-/SIG=118qoco5h/EXP=1487789169/**http://www.ozzys.jp/,Linux,Netscape 6.0,sp49-98-130-18.msd.spmode.ne.jp [ 49.98.130.18 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-01F Build/V19R43G) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30 YJApp-ANDROID jp.co.yahoo.android.yjtop/2.2.3,,,
23:46:53,,Windows NT ,Netscape 6.0,fp276e5946.tcga503.ap.nuro.jp [ 39.110.89.70 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
23:47:09,,Windows NT ,Netscape 6.0,p4046-ipbf711hodogaya.kanagawa.ocn.ne.jp [ 118.1.79.46 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MALCJS; rv:11.0) like Gecko,,,
23:49:11,,Windows NT ,MSIE 9.0,i58-89-28-101.s41.a010.ap.plala.or.jp [ 58.89.28.101 ],,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),,,
23:49:48,http://www.google.co.jp/,Linux,Netscape 6.0,p106064-ipngn2301kokuryo.gunma.ocn.ne.jp [ 123.222.49.64 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-04E Build/V11R43B) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
23:50:41,http://bettingtips.pro/,Mozilla/2.0 (compatible; MSIE4.00; Windows 2007) (etc),Netscape 2.0,194.87.239.5 [ 194.87.239.5 ],,Mozilla/2.0 (compatible; MSIE4.00; Windows 2007),,,
23:51:47,,Windows NT ,Netscape 6.0,p144092-ipngn2601kokuryo.gunma.ocn.ne.jp [ 153.137.206.92 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
23:51:53,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-152-208.msd.spmode.ne.jp [ 49.98.152.208 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
23:55:17,,Windows NT ,Netscape 6.0,106.158.71.124 [ 106.158.71.124 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; MASPJS; rv:11.0) like Gecko,,,
23:59:33,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,softbank126014245062.bbtec.net [ 126.14.245.62 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
23:59:47,,Linux,Mozilla 5.0,ngn3-ppp674.gunma.sannet.ne.jp [ 101.102.2.166 ],,Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
