00:05:39,https://www.remgam.ru/remont-i-otdelka,Mozilla/8.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 8.0,5.200.52.103 [ 5.200.52.103 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2006),,,
20:12:54,,Windows NT ,Netscape 6.0,ZM000018.ppp.dion.ne.jp [ 222.8.0.18 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MALNJS; rv:11.0) like Gecko,,,
20:12:56,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,sp49-98-149-239.msd.spmode.ne.jp [ 49.98.149.239 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
20:14:52,,Windows NT ,Netscape 6.0,121.76.0.123.cc9.ne.jp [ 123.0.76.121 ],,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
20:19:07,http://franchise.smartfoxclub.ru/,Mozilla/6.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/6.0 (compatible; MSIE4.00; Windows 2006),,,
20:20:08,http://vladimir.videon33.ru/,Mozilla/8.0 (compatible; MSIE5.00; Windows 2009) (etc),Netscape 8.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/8.0 (compatible; MSIE5.00; Windows 2009),,,
20:21:37,,Windows NT ,Netscape 6.0,KD106174103071.ppp-bb.dion.ne.jp [ 106.174.103.71 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
20:23:21,,Linux,Mozilla 5.0,sp49-97-102-111.msc.spmode.ne.jp [ 49.97.102.111 ],,Mozilla/5.0 (Linux; Android 5.0.2; SH-01G Build/SA210) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
20:24:59,,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) (etc),Mozilla 5.0,spider-141-8-132-29.yandex.com [ 141.8.132.29 ],,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),,,
20:29:54,http://alfred-fishinglife.jp/dealer/,Windows NT ,Netscape 6.0,softbank126015091132.bbtec.net [ 126.15.91.132 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
20:30:28,,Linux,Mozilla 5.0,pl3342.ag0102.nttpc.ne.jp [ 219.102.213.14 ],,Mozilla/5.0 (Linux; Android 5.0.2; F-02G Build/V09R24D) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/37.0.0.0 Mobile Safari/537.36,,,
20:31:55,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
20:33:11,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD106181074047.au-net.ne.jp [ 106.181.74.47 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
20:33:53,,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTMLÅC like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53 (etc),Netscape 6.0,KD182250250194.au-net.ne.jp [ 182.250.250.194 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTMLÅC like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53,,,
20:34:04,,Linux,Mozilla 5.0,softbank126127132130.bbtec.net [ 126.127.132.130 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.2.355) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
20:38:21,,Linux,Mozilla 5.0,p327222-ipngn102kokuryo.gunma.ocn.ne.jp [ 180.14.220.222 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-02H Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
20:38:47,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,softbank060116012035.bbtec.net [ 60.116.12.35 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
20:39:01,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,softbank060069086190.bbtec.net [ 60.69.86.190 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
20:40:05,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Éº„Ç∏„Éº„Ç∫&SID=000&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,p207253-ipngn3101kokuryo.gunma.ocn.ne.jp [ 114.166.168.253 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
20:40:26,,Windows NT ,Netscape 6.0,softbank126006076202.bbtec.net [ 126.6.76.202 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
20:42:49,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1 (etc),Netscape 6.0,sp49-98-165-177.msd.spmode.ne.jp [ 49.98.165.177 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13C75 Safari/601.1,,,
20:44:31,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,KD182251246036.au-net.ne.jp [ 182.251.246.36 ],,Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36,,,
20:44:58,,Windows NT ,Netscape 6.0,FL1-119-240-62-109.iba.mesh.ad.jp [ 119.240.62.109 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
20:49:19,http://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4 (etc),Netscape 6.0,softbank060069174039.bbtec.net [ 60.69.174.39 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12B466 Safari/600.1.4,,,
20:56:59,,Windows NT ,Netscape 6.0,ngn2-ppp1083.gunma.sannet.ne.jp [ 101.102.52.67 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
21:02:45,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1 (etc),Netscape 6.0,sp1-66-98-254.msc.spmode.ne.jp [ 1.66.98.254 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1,,,
21:08:05,,Windows NT ,Netscape 6.0,214.227.156.59.ap.yournet.ne.jp [ 59.156.227.214 ],,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
21:16:10,,Windows NT ,Netscape 6.0,195-154-181-168.rev.poneytelecom.eu [ 195.154.181.168 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
21:18:57,,Windows NT ,Netscape 6.0,softbank060097027192.bbtec.net [ 60.97.27.192 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:21:27,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126255133154.9.panda-world.ne.jp [ 126.255.133.154 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
21:22:08,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4 (etc),Netscape 6.0,sp49-98-164-241.msd.spmode.ne.jp [ 49.98.164.241 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTMLÅC like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4,,,
21:24:10,,Linux,Netscape 6.0,sp49-98-171-148.msd.spmode.ne.jp [ 49.98.171.148 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SonySO-02F Build/14.3.B.0.362) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
21:25:17,,Windows NT ,Netscape 6.0,softbank219215014022.bbtec.net [ 219.215.14.22 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
21:27:35,,Linux,Mozilla 5.0,ZM028050.ppp.dion.ne.jp [ 222.8.28.50 ],,Mozilla/5.0 (Linux; Android 6.0.1; SCV31 Build/MMB29K) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
21:28:12,,Linux,Mozilla 5.0,google-proxy-66-249-82-154.google.com [ 66.249.82.154 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 4.2.2; 301F Build/V21R49A) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:29:22,,Windows NT ,Netscape 6.0,p4ad4ca.chibnt01.ap.so-net.ne.jp [ 120.74.212.202 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
21:32:06,,Windows NT ,Netscape 6.0,KD106158084227.ppp-bb.dion.ne.jp [ 106.158.84.227 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:33:11,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-97-101-19.msc.spmode.ne.jp [ 49.97.101.19 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-04H Build/35.0.B.4.24) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:35:52,,Linux,Mozilla 5.0,sp1-75-5-199.msc.spmode.ne.jp [ 1.75.5.199 ],,Mozilla/5.0 (Linux; Android 4.1.2; SH-02E Build/S9290) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:35:58,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
21:41:14,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-148-126.msd.spmode.ne.jp [ 49.98.148.126 ],,Mozilla/5.0 (Linux; Android 4.4.4; SH-01G Build/S7070) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:42:11,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:45:08,http://entatta.com/ozzys/ozzys.html,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD124208093220.ppp-bb.dion.ne.jp [ 124.208.93.220 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:45:23,,Windows NT ,Netscape 6.0,i121-115-101-138.s05.a010.ap.plala.or.jp [ 121.115.101.138 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:45:28,https://www.google.co.jp/,Linux,Mozilla 5.0,sp1-75-9-85.msc.spmode.ne.jp [ 1.75.9.85 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-03F Build/23.1.B.1.317) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
21:45:57,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,27-140-185-75.rev.home.ne.jp [ 27.140.185.75 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:47:12,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1 (etc),Netscape 6.0,KD182251246016.au-net.ne.jp [ 182.251.246.16 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_3 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A551 Safari/602.1,,,
21:47:21,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.13 (etc),Netscape 6.0,224.net182020022.t-com.ne.jp [ 182.20.22.224 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Mobile/14C92 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.13,,,
21:48:15,http://entatta.com/ozzys/ozzys.html,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD124208093220.ppp-bb.dion.ne.jp [ 124.208.93.220 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:48:24,,Windows XP,MSIE 7.0,static-185-96-192-120.oplavus.net [ 185.96.192.120 ],,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 1.0.3705; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),,,
21:49:21,http://www.google.co.jp/,Linux,Mozilla 5.0,sp1-66-97-142.msc.spmode.ne.jp [ 1.66.97.142 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-02G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
21:49:40,android-app://com.google.android.googlequicksearchbox,Linux,Mozilla 5.0,sp1-66-104-58.msc.spmode.ne.jp [ 1.66.104.58 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-04F Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:49:49,http://www.ozzys.jp/,Linux,Mozilla 5.0,sp1-66-104-58.msc.spmode.ne.jp [ 1.66.104.58 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-04F Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
21:50:00,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD124208093220.ppp-bb.dion.ne.jp [ 124.208.93.220 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:52:13,,Windows XP,MSIE 6.0,209.54.54.165 [ 209.54.54.165 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322),,,
21:52:29,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1 (etc),Netscape 6.0,KD182251248035.au-net.ne.jp [ 182.251.248.35 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13A452 Safari/601.1,,,
21:53:20,http://ssadko.ru/135-energosnabzhenie-torgovogo-centra.html,Mozilla/7.0 (compatible; MSIE7.00; Windows 2005) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/7.0 (compatible; MSIE7.00; Windows 2005),,,
21:53:45,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,softbank060086230007.bbtec.net [ 60.86.230.7 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
21:54:16,,Windows NT ,Netscape 6.0,14-132-71-65.aichieast1.commufa.jp [ 14.132.71.65 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
21:57:50,http://www.google.co.jp/,Linux,Mozilla 5.0,sp1-66-97-142.msc.spmode.ne.jp [ 1.66.97.142 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-02G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
21:59:08,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,softbank060086204189.bbtec.net [ 60.86.204.189 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
21:59:21,,Windows NT ,Netscape 6.0,softbank221031123010.bbtec.net [ 221.31.123.10 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
22:01:10,,Linux,Mozilla 5.0,100.98.142.210.ap.mvno.net [ 210.142.98.100 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01J Build/39.0.B.0.361) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:02:12,http://search.smt.docomo.ne.jp/result?MT=Ë\ãèè[Ë]ûË\àÌè\Ë]û&SID=000&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Netscape 6.0,217.239.197.113.dy.bbexcite.jp [ 113.197.239.217 ],,Mozilla/5.0 (Linux; U; Android 4.1.2; ja-jp; SH-04E Build/SA210) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
22:03:16,https://www.google.co.jp/,Windows NT ,Netscape 6.0,softbank060116039133.bbtec.net [ 60.116.39.133 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
22:06:14,http://www.nories.com/bass/rods/dealer/index.html,Linux,Mozilla 5.0,om126211034248.13.openmobile.ne.jp [ 126.211.34.248 ],,Mozilla/5.0 (Linux; Android 5.1.1; 503SH Build/S0012) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:06:20,,Linux,Dalvik/2.1.0 (Linux; U; Android 5.1.1; 503SH Build/S0012) (etc),om126211034248.13.openmobile.ne.jp [ 126.211.34.248 ],,Dalvik/2.1.0 (Linux; U; Android 5.1.1; 503SH Build/S0012),,,
22:06:51,,Windows NT ,Netscape 6.0,HRDfx-01p4-125.ppp11.odn.ad.jp [ 220.212.191.125 ],,Mozilla/5.0 (Windows NT 6.0; rv:50.0) Gecko/20100101 Firefox/50.0,,,
22:06:59,http://www.google.co.jp/,Linux,Mozilla 5.0,sp1-66-97-142.msc.spmode.ne.jp [ 1.66.97.142 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-02G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
22:07:22,,Linux,Dalvik/2.1.0 (Linux; U; Android 5.1.1; 503SH Build/S0012) (etc),om126211034248.13.openmobile.ne.jp [ 126.211.34.248 ],,Dalvik/2.1.0 (Linux; U; Android 5.1.1; 503SH Build/S0012),,,
22:09:51,,Windows NT ,Netscape 6.0,i121-115-241-131.s04.a009.ap.plala.or.jp [ 121.115.241.131 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
22:10:24,,Linux,Mozilla 5.0,FL1-119-240-111-13.gnm.mesh.ad.jp [ 119.240.111.13 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.38) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
22:12:35,http://www.google.co.jp/,Linux,Mozilla 5.0,sp1-66-97-142.msc.spmode.ne.jp [ 1.66.97.142 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-02G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
22:12:39,https://www.google.co.jp/,Windows NT ,Netscape 6.0,softbank060116039133.bbtec.net [ 60.116.39.133 ],,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
22:17:51,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,ZM028165.ppp.dion.ne.jp [ 222.8.28.165 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
22:18:24,,Etc (robo),Inktomi (robo),b110137.yse.yahoo.net [ 68.180.228.239 ],,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),,,
22:20:44,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,sp49-97-109-95.msc.spmode.ne.jp [ 49.97.109.95 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
22:25:01,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,sp1-66-102-131.msc.spmode.ne.jp [ 1.66.102.131 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
22:25:33,,Windows NT ,Netscape 6.0,ntgnma041012.gnma.nt.ngn.ppp.infoweb.ne.jp [ 124.26.178.12 ],,Mozilla/5.0 (Windows NT 10.0; Trident/7.0; rv:11.0) like Gecko,,,
22:25:46,,Windows NT ,Netscape 6.0,166.152.197.113.dy.bbexcite.jp [ 113.197.152.166 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
22:26:31,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126255133154.9.panda-world.ne.jp [ 126.255.133.154 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
22:28:17,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,softbank126121068180.bbtec.net [ 126.121.68.180 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
